,League,Season,Team,Sequence,seq_len
809,Premier_League,2017,Tottenham,"[3, 0, 1, 3, 1, 3, 3, 3, 3, 0, 3, 0, 1, 0, 1, 3, 3, 0, 3, 3, 3, 1, 3, 1, 3, 1, 3, 3, 3, 3, 3, 3, 0, 1, 3, 0, 3, 3]",38
810,Premier_League,2017,Watford,"[1, 3, 1, 3, 0, 3, 1, 3, 0, 0, 0, 3, 3, 0, 1, 0, 0, 0, 0, 3, 0, 0, 1, 0, 1, 3, 0, 3, 3, 0, 0, 1, 0, 0, 1, 0, 3, 0]",38
811,Premier_League,2017,West Brom,"[3, 3, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 1, 3, 3, 0]",38
812,Premier_League,2017,West Ham,"[0, 0, 0, 3, 1, 0, 3, 1, 0, 1, 0, 0, 1, 0, 0, 3, 1, 3, 0, 1, 3, 1, 3, 1, 1, 0, 3, 0, 0, 0, 3, 1, 1, 0, 0, 3, 1, 3]",38
813,Premier_League,2018,Arsenal,"[0, 0, 3, 3, 3, 3, 3, 3, 3, 1, 1, 1, 3, 3, 1, 3, 0, 3, 1, 0, 3, 0, 3, 3, 0, 3, 3, 3, 1, 3, 3, 0, 3, 0, 0, 0, 1, 3]",38
814,Premier_League,2018,Bournemouth,"[3, 3, 1, 0, 3, 0, 3, 3, 1, 3, 0, 0, 0, 0, 3, 0, 0, 3, 0, 0, 1, 0, 3, 3, 0, 0, 1, 0, 0, 3, 1, 0, 0, 3, 0, 1, 3, 0]",38
815,Premier_League,2018,Brighton,"[0, 3, 0, 1, 1, 0, 0, 3, 3, 3, 0, 0, 1, 3, 3, 0, 0, 0, 1, 3, 1, 0, 0, 0, 1, 0, 0, 3, 3, 0, 0, 0, 0, 1, 0, 1, 1, 0]",38
816,Premier_League,2018,Burnley,"[1, 0, 0, 0, 0, 3, 3, 1, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 3, 3, 3, 1, 1, 1, 3, 3, 0, 0, 0, 0, 3, 3, 3, 1, 0, 0, 0]",38
817,Premier_League,2018,Cardiff,"[0, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 3, 0, 3, 0, 0, 1, 3, 0, 1, 0, 0, 3, 3, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 3]",38
818,Premier_League,2018,Chelsea,"[3, 3, 3, 3, 3, 1, 1, 3, 1, 3, 3, 1, 0, 3, 0, 3, 3, 0, 3, 3, 1, 3, 0, 0, 3, 0, 3, 3, 1, 0, 3, 3, 3, 0, 1, 1, 3, 1]",38
819,Premier_League,2018,Crystal Palace,"[3, 0, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 1, 3, 0, 0, 3, 3, 1, 0, 3, 0, 0, 1, 3, 1, 3, 0, 3, 0, 3, 0, 3, 0, 3, 1, 3, 3]",38
820,Premier_League,2018,Everton,"[1, 3, 1, 1, 0, 0, 3, 3, 3, 0, 3, 1, 3, 0, 1, 1, 0, 0, 3, 0, 0, 3, 0, 3, 0, 0, 0, 3, 1, 0, 3, 3, 3, 0, 3, 1, 3, 1]",38
821,Premier_League,2018,Fulham,"[0, 0, 3, 1, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 1, 1, 3, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 0, 0]",38
822,Premier_League,2018,Huddersfield,"[0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 3, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",38
823,Premier_League,2018,Leicester,"[0, 3, 3, 0, 0, 3, 3, 0, 0, 1, 3, 1, 1, 3, 1, 0, 0, 3, 3, 0, 3, 0, 0, 1, 0, 0, 0, 3, 0, 3, 3, 3, 3, 0, 1, 3, 0, 1]",38
824,Premier_League,2018,Liverpool,"[3, 3, 3, 3, 3, 3, 1, 1, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 1, 1, 3, 1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]",38
825,Premier_League,2018,Man City,"[3, 3, 1, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 0, 3, 0, 0, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",38
826,Premier_League,2018,Man United,"[3, 0, 0, 3, 3, 1, 0, 3, 1, 3, 3, 0, 1, 1, 1, 3, 0, 3, 3, 3, 3, 3, 3, 1, 3, 3, 1, 3, 3, 0, 3, 0, 3, 0, 0, 1, 1, 0]",38
827,Premier_League,2018,Newcastle,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 3, 3, 3, 0, 1, 0, 3, 1, 0, 1, 0, 0, 3, 3, 0, 1, 3, 3, 0, 3, 1, 0, 0, 3, 3, 1, 0, 3]",38
828,Premier_League,2018,Southampton,"[1, 0, 0, 3, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 3, 3, 0, 0, 1, 3, 3, 1, 1, 0, 0, 3, 0, 3, 3, 0, 3, 0, 1, 1, 0, 1]",38
829,Premier_League,2018,Tottenham,"[3, 3, 3, 0, 0, 3, 3, 3, 3, 0, 3, 3, 3, 0, 3, 3, 3, 3, 3, 0, 3, 0, 3, 3, 3, 3, 0, 0, 1, 0, 0, 3, 3, 0, 3, 0, 0, 1]",38
830,Premier_League,2018,Watford,"[3, 3, 3, 3, 0, 1, 0, 0, 3, 3, 0, 1, 0, 0, 0, 1, 3, 3, 0, 1, 1, 3, 1, 0, 1, 3, 3, 0, 3, 0, 0, 3, 0, 3, 1, 0, 0, 0]",38
831,Premier_League,2018,West Ham,"[0, 0, 0, 0, 3, 1, 3, 0, 0, 1, 3, 1, 0, 3, 3, 3, 3, 0, 3, 0, 1, 3, 0, 0, 1, 1, 3, 0, 3, 0, 3, 0, 0, 0, 1, 3, 3, 3]",38
832,Premier_League,2018,Wolves,"[1, 0, 1, 3, 3, 1, 3, 3, 0, 0, 0, 1, 0, 0, 3, 3, 3, 0, 1, 3, 0, 0, 3, 3, 3, 1, 1, 0, 3, 1, 0, 3, 0, 1, 3, 3, 3, 0]",38
833,Premier_League,2019,Arsenal,"[3, 3, 0, 1, 1, 3, 1, 3, 0, 1, 1, 0, 1, 1, 0, 3, 0, 1, 1, 0, 3, 1, 1, 1, 1, 3, 3, 3, 0, 0, 3, 3, 3, 1, 0, 3, 0, 3]",38
834,Premier_League,2019,Aston Villa,"[0, 0, 3, 0, 1, 0, 1, 3, 3, 0, 0, 0, 3, 1, 0, 0, 0, 0, 3, 0, 3, 0, 1, 3, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 3, 1, 3, 1]",38
835,Premier_League,2019,Bournemouth,"[1, 3, 0, 0, 3, 3, 1, 0, 1, 1, 3, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 3, 3, 0, 0, 1, 0, 0, 0, 0, 0, 1, 3, 0, 0, 3]",38
836,Premier_League,2019,Brighton,"[3, 1, 0, 0, 1, 1, 0, 3, 0, 3, 3, 0, 0, 0, 3, 1, 1, 0, 0, 3, 1, 0, 1, 0, 1, 1, 1, 0, 1, 3, 1, 0, 3, 0, 0, 1, 1, 3]",38
837,Premier_League,2019,Burnley,"[3, 0, 1, 0, 1, 3, 1, 3, 0, 0, 0, 3, 3, 0, 0, 0, 3, 3, 0, 0, 0, 0, 3, 3, 1, 3, 3, 1, 1, 0, 3, 3, 1, 3, 1, 1, 3, 0]",38
838,Premier_League,2019,Chelsea,"[0, 1, 3, 1, 3, 0, 3, 3, 3, 3, 3, 3, 0, 0, 3, 0, 0, 3, 0, 3, 1, 3, 0, 1, 1, 0, 3, 1, 3, 3, 3, 0, 3, 3, 0, 3, 0, 3]",38
839,Premier_League,2019,Crystal Palace,"[1, 0, 3, 3, 0, 1, 3, 3, 0, 1, 0, 0, 0, 3, 3, 1, 1, 0, 3, 1, 1, 1, 1, 0, 0, 0, 3, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0, 1]",38
840,Premier_League,2019,Everton,"[1, 3, 0, 3, 0, 0, 0, 0, 3, 0, 1, 3, 0, 0, 0, 3, 1, 1, 3, 3, 0, 3, 1, 1, 3, 3, 0, 1, 0, 1, 3, 3, 0, 1, 0, 1, 3, 0]",38
841,Premier_League,2019,Leicester,"[1, 1, 3, 3, 0, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 1, 0, 0, 3, 3, 0, 0, 3, 1, 1, 0, 0, 3, 1, 1, 0, 3, 1, 0, 3, 0, 0]",38
842,Premier_League,2019,Liverpool,"[3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 1, 3, 0, 3, 3, 1, 0, 3, 3]",38
843,Premier_League,2019,Man City,"[3, 1, 3, 3, 0, 3, 3, 0, 3, 3, 3, 0, 3, 1, 3, 0, 3, 3, 0, 3, 3, 3, 1, 3, 0, 3, 3, 0, 3, 3, 0, 3, 0, 3, 3, 3, 3, 3]",38
844,Premier_League,2019,Man United,"[3, 1, 0, 1, 3, 0, 1, 0, 1, 3, 0, 3, 1, 1, 3, 3, 1, 0, 3, 3, 0, 3, 0, 0, 1, 3, 3, 1, 3, 1, 3, 3, 3, 3, 1, 3, 1, 3]",38
845,Premier_League,2019,Newcastle,"[0, 0, 3, 1, 0, 1, 0, 3, 0, 1, 3, 3, 0, 1, 3, 3, 0, 3, 0, 0, 0, 1, 3, 1, 1, 0, 0, 1, 3, 3, 1, 3, 1, 0, 0, 0, 1, 0]",38
846,Premier_League,2019,Norwich,"[0, 3, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 3, 1, 0, 0, 1, 0, 0, 1, 1, 0, 3, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",38
847,Premier_League,2019,Sheffield United,"[1, 3, 0, 1, 0, 3, 0, 1, 3, 1, 3, 1, 1, 1, 0, 3, 3, 3, 1, 0, 0, 3, 1, 0, 3, 3, 1, 3, 1, 0, 0, 3, 1, 3, 3, 0, 0, 0]",38
848,Premier_League,2019,Southampton,"[0, 0, 3, 1, 3, 0, 0, 0, 1, 0, 0, 0, 1, 3, 3, 0, 0, 3, 3, 1, 3, 3, 0, 3, 0, 0, 3, 0, 0, 3, 0, 3, 3, 1, 1, 1, 3, 3]",38
849,Premier_League,2019,Tottenham,"[3, 1, 0, 1, 3, 0, 3, 0, 1, 0, 1, 1, 3, 3, 0, 3, 3, 0, 3, 1, 0, 0, 1, 3, 3, 3, 0, 0, 1, 1, 3, 0, 3, 1, 3, 3, 3, 1]",38
850,Premier_League,2019,Watford,"[0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 3, 0, 0, 0, 1, 0, 3, 1, 3, 3, 3, 1, 0, 0, 1, 0, 3, 0, 1, 0, 0, 0, 3, 3, 0, 0, 0]",38
851,Premier_League,2019,West Ham,"[0, 1, 3, 3, 1, 3, 1, 0, 0, 1, 0, 0, 0, 3, 0, 0, 3, 0, 0, 3, 0, 1, 0, 0, 1, 0, 0, 3, 0, 0, 0, 3, 1, 0, 3, 3, 1, 1]",38
852,Premier_League,2019,Wolves,"[1, 1, 1, 0, 0, 1, 3, 3, 1, 1, 1, 3, 3, 1, 3, 1, 0, 3, 3, 0, 0, 1, 3, 0, 1, 1, 3, 3, 1, 3, 3, 3, 0, 0, 3, 1, 3, 0]",38
853,Premier_League,2020,Arsenal,"[3, 3, 0, 3, 0, 0, 3, 0, 1, 0, 0, 0, 1, 0, 3, 3, 3, 1, 3, 3, 1, 0, 0, 3, 0, 3, 1, 3, 1, 0, 3, 1, 0, 3, 3, 3, 3, 3]",38
854,Premier_League,2020,Aston Villa,"[3, 3, 3, 3, 0, 0, 3, 0, 0, 3, 1, 3, 3, 1, 0, 0, 3, 0, 3, 0, 3, 1, 0, 3, 0, 1, 1, 0, 3, 0, 0, 1, 3, 0, 1, 0, 3, 3]",38
855,Premier_League,2020,Brighton,"[0, 3, 0, 0, 1, 1, 0, 1, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 3, 1, 3, 3, 1, 1, 0, 0, 0, 3, 3, 0, 1, 1, 0, 3, 0, 1, 3, 0]",38
856,Premier_League,2020,Burnley,"[0, 0, 0, 1, 0, 0, 1, 3, 0, 1, 3, 1, 3, 0, 3, 0, 0, 3, 3, 0, 0, 1, 3, 1, 1, 0, 1, 1, 3, 0, 0, 0, 3, 0, 3, 0, 0, 0]",38
857,Premier_League,2020,Chelsea,"[3, 0, 1, 3, 1, 1, 3, 3, 3, 1, 3, 0, 0, 3, 0, 1, 0, 3, 0, 1, 3, 3, 3, 3, 1, 1, 3, 3, 1, 0, 3, 1, 3, 3, 3, 0, 3, 0]",38
858,Premier_League,2020,Crystal Palace,"[3, 3, 0, 0, 1, 3, 0, 3, 0, 0, 3, 1, 1, 0, 0, 1, 3, 1, 0, 0, 3, 3, 0, 0, 3, 1, 1, 0, 3, 1, 0, 0, 0, 3, 0, 3, 0, 0]",38
859,Premier_League,2020,Everton,"[3, 3, 3, 3, 1, 0, 0, 0, 3, 0, 1, 3, 3, 3, 3, 0, 3, 1, 0, 3, 1, 0, 0, 3, 3, 3, 0, 0, 1, 1, 1, 3, 0, 3, 1, 0, 3, 0]",38
860,Premier_League,2020,Fulham,"[0, 0, 0, 0, 1, 0, 3, 0, 0, 3, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 3, 1, 3, 1, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",38
861,Premier_League,2020,Leeds,"[0, 3, 3, 1, 0, 3, 0, 0, 1, 3, 0, 0, 3, 0, 3, 3, 0, 0, 3, 3, 0, 3, 0, 0, 3, 0, 0, 1, 3, 3, 3, 1, 1, 0, 3, 3, 3, 3]",38
862,Premier_League,2020,Leicester,"[3, 3, 3, 0, 0, 3, 3, 3, 0, 0, 3, 3, 0, 3, 1, 1, 3, 3, 3, 1, 0, 3, 1, 3, 3, 0, 1, 3, 3, 0, 0, 3, 3, 1, 0, 3, 0, 0]",38
863,Premier_League,2020,Liverpool,"[3, 3, 3, 0, 1, 3, 3, 1, 3, 1, 3, 1, 3, 3, 1, 1, 0, 1, 0, 3, 3, 0, 0, 0, 0, 3, 0, 0, 3, 3, 3, 1, 1, 3, 3, 3, 3, 3]",38
864,Premier_League,2020,Man City,"[3, 0, 1, 3, 1, 3, 1, 0, 3, 3, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 0, 3, 3, 0, 3, 0, 3]",38
865,Premier_League,2020,Man United,"[0, 3, 0, 3, 1, 0, 3, 3, 3, 3, 1, 3, 3, 1, 3, 3, 3, 1, 3, 0, 1, 3, 1, 1, 3, 1, 1, 3, 3, 3, 3, 3, 1, 3, 0, 0, 1, 3]",38
866,Premier_League,2020,Newcastle,"[3, 0, 1, 3, 0, 1, 3, 0, 0, 3, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 1, 1, 1, 0, 1, 3, 3, 1, 0, 3, 0, 3, 3]",38
867,Premier_League,2020,Sheffield United,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 3, 0, 3, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 3]",38
868,Premier_League,2020,Southampton,"[0, 0, 3, 3, 1, 3, 3, 3, 1, 0, 3, 3, 1, 0, 1, 1, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 3, 0, 0, 1, 0, 3, 3, 0, 0]",38
869,Premier_League,2020,Tottenham,"[0, 3, 1, 3, 1, 3, 3, 3, 3, 1, 3, 1, 0, 0, 1, 3, 1, 3, 0, 0, 0, 3, 0, 0, 3, 3, 3, 0, 3, 1, 0, 1, 3, 3, 0, 3, 0, 3]",38
870,Premier_League,2020,West Brom,"[0, 0, 1, 0, 1, 1, 0, 0, 0, 3, 0, 0, 1, 0, 1, 0, 0, 3, 0, 0, 1, 0, 0, 1, 1, 3, 0, 1, 0, 3, 3, 0, 1, 1, 0, 0, 0, 0]",38
871,Premier_League,2020,West Ham,"[0, 0, 3, 3, 1, 1, 0, 3, 3, 3, 0, 3, 1, 0, 1, 1, 3, 3, 3, 3, 0, 3, 1, 3, 3, 0, 3, 0, 1, 3, 3, 0, 0, 3, 0, 1, 3, 3]",38
872,Premier_League,2020,Wolves,"[3, 0, 0, 3, 3, 1, 3, 0, 1, 3, 0, 0, 3, 0, 1, 0, 1, 0, 0, 1, 0, 3, 1, 3, 3, 1, 0, 1, 0, 0, 3, 3, 0, 1, 3, 0, 0, 0]",38
873,Premier_League,2021,Arsenal,"[0, 0, 0, 3, 3, 3, 1, 1, 3, 3, 3, 0, 3, 0, 0, 3, 3, 3, 3, 0, 1, 3, 3, 3, 3, 3, 0, 3, 0, 0, 0, 3, 3, 3, 3, 0, 0, 3]",38
874,Premier_League,2021,Aston Villa,"[0, 3, 1, 0, 3, 3, 0, 0, 0, 0, 0, 3, 3, 0, 3, 0, 3, 0, 0, 1, 3, 1, 0, 0, 3, 3, 3, 0, 0, 0, 0, 1, 3, 3, 0, 1, 1, 0]",38
875,Premier_League,2021,Brentford,"[3, 1, 1, 0, 3, 1, 3, 0, 0, 0, 0, 1, 3, 0, 1, 3, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 3, 3, 0, 3, 3, 3, 1, 0, 3, 3, 0]",38
876,Premier_League,2021,Brighton,"[3, 3, 0, 3, 3, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 3, 1, 3, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 1, 3, 3, 0, 1, 3, 3, 1, 3]",38
877,Premier_League,2021,Burnley,"[0, 0, 1, 0, 0, 1, 1, 0, 1, 3, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 3, 3, 1, 0, 0, 0, 0, 3, 0, 1, 3, 3, 3, 0, 0, 1, 0]",38
878,Premier_League,2021,Chelsea,"[3, 3, 1, 3, 3, 0, 3, 3, 3, 3, 1, 3, 1, 3, 0, 3, 1, 1, 3, 1, 1, 0, 1, 3, 3, 3, 3, 3, 0, 3, 0, 3, 1, 0, 1, 3, 1, 3]",38
879,Premier_League,2021,Crystal Palace,"[0, 1, 1, 3, 0, 1, 1, 1, 1, 3, 3, 1, 0, 0, 0, 3, 1, 0, 3, 0, 1, 0, 1, 1, 0, 3, 1, 3, 1, 3, 0, 0, 1, 3, 3, 1, 0, 3]",38
880,Premier_League,2021,Everton,"[3, 1, 3, 3, 0, 3, 1, 0, 0, 0, 1, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 0, 0, 3, 1, 0, 3, 3, 1, 0, 3, 0]",38
881,Premier_League,2021,Leeds,"[0, 1, 1, 0, 1, 0, 3, 0, 1, 3, 1, 0, 1, 3, 1, 0, 0, 0, 3, 3, 0, 1, 0, 0, 0, 0, 0, 0, 3, 3, 1, 3, 1, 0, 0, 0, 1, 3]",38
882,Premier_League,2021,Leicester,"[3, 0, 3, 0, 0, 1, 1, 3, 3, 0, 1, 0, 3, 1, 0, 3, 0, 3, 0, 1, 0, 1, 0, 3, 3, 0, 3, 1, 3, 0, 1, 1, 0, 0, 3, 3, 1, 3]",38
883,Premier_League,2021,Liverpool,"[3, 3, 1, 3, 3, 1, 1, 3, 3, 1, 0, 3, 3, 3, 3, 3, 3, 1, 0, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 1, 3, 3, 3]",38
884,Premier_League,2021,Man City,"[0, 3, 3, 3, 1, 3, 1, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 0, 3, 3, 1, 3, 1, 3, 3, 3, 3, 3, 1, 3]",38
885,Premier_League,2021,Man United,"[3, 1, 3, 3, 3, 0, 1, 0, 0, 3, 0, 0, 1, 3, 3, 3, 1, 3, 0, 1, 3, 3, 1, 1, 3, 3, 1, 0, 3, 1, 0, 3, 0, 0, 1, 3, 0, 0]",38
886,Premier_League,2021,Newcastle,"[0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 3, 0, 0, 0, 1, 1, 3, 3, 3, 1, 3, 3, 3, 0, 0, 0, 3, 3, 3, 3, 0, 0, 3, 3]",38
887,Premier_League,2021,Norwich,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 3, 3, 1, 1, 0, 0, 0, 0, 0, 0, 3, 3, 1, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 1, 0]",38
888,Premier_League,2021,Southampton,"[0, 1, 1, 1, 1, 0, 0, 3, 1, 3, 3, 0, 0, 1, 1, 0, 1, 3, 1, 3, 0, 1, 3, 1, 3, 3, 0, 0, 0, 1, 0, 3, 0, 1, 0, 0, 0, 0]",38
889,Premier_League,2021,Tottenham,"[3, 3, 3, 0, 0, 0, 3, 3, 0, 0, 1, 3, 3, 3, 1, 3, 1, 3, 3, 0, 0, 0, 3, 0, 3, 3, 0, 3, 3, 3, 3, 0, 1, 3, 1, 3, 3, 3]",38
890,Premier_League,2021,Watford,"[3, 0, 0, 0, 3, 1, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 3, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0]",38
891,Premier_League,2021,West Ham,"[3, 3, 1, 1, 0, 3, 0, 3, 3, 3, 3, 0, 0, 1, 3, 1, 0, 0, 3, 3, 3, 0, 0, 3, 1, 1, 3, 0, 3, 0, 3, 0, 1, 0, 0, 3, 1, 0]",38
892,Premier_League,2021,Wolves,"[0, 0, 0, 3, 0, 3, 3, 3, 1, 3, 0, 3, 1, 1, 0, 0, 3, 1, 3, 3, 3, 0, 3, 3, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 1, 0, 1, 0]",38
893,Premier_League,2022,Arsenal,"[3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 1, 3, 3, 0, 1, 0, 3, 3, 3, 3, 3, 3, 3, 1, 1, 1, 0, 3, 3, 0, 0, 3]",38
894,Premier_League,2022,Aston Villa,"[0, 3, 0, 0, 0, 1, 3, 1, 1, 0, 0, 3, 0, 3, 3, 0, 3, 1, 3, 3, 0, 0, 0, 3, 3, 1, 3, 3, 3, 3, 3, 1, 3, 0, 0, 3, 1, 3]",38
895,Premier_League,2022,Bournemouth,"[3, 0, 0, 0, 1, 3, 1, 1, 3, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 1, 3, 0, 0, 3, 0, 3, 0, 3, 3, 0, 3, 3, 0, 0, 0, 0]",38
896,Premier_League,2022,Brentford,"[1, 3, 0, 1, 1, 3, 0, 1, 0, 3, 1, 0, 1, 1, 3, 1, 3, 3, 3, 1, 3, 1, 1, 3, 0, 3, 1, 1, 0, 0, 0, 1, 3, 3, 0, 3, 3, 3]",38
897,Premier_League,2022,Brighton,"[3, 1, 3, 3, 0, 3, 1, 0, 0, 1, 0, 3, 3, 0, 3, 0, 3, 3, 1, 3, 1, 0, 3, 1, 3, 1, 3, 0, 3, 0, 3, 3, 0, 3, 0, 3, 1, 0]",38
898,Premier_League,2022,Chelsea,"[3, 1, 0, 3, 0, 3, 3, 3, 3, 1, 1, 0, 0, 0, 3, 1, 0, 0, 3, 1, 1, 1, 0, 0, 3, 3, 1, 0, 1, 0, 0, 0, 0, 3, 1, 0, 0, 1]",38
899,Premier_League,2022,Crystal Palace,"[0, 1, 3, 0, 1, 1, 0, 3, 1, 3, 0, 3, 3, 0, 0, 3, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 3, 3, 3, 1, 0, 3, 0, 3, 1, 1]",38
900,Premier_League,2022,Everton,"[0, 0, 1, 1, 1, 1, 3, 3, 0, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 0, 3, 0, 3, 0, 0, 1, 3, 1, 1, 0, 0, 1, 0, 1, 3, 0, 1, 3]",38
901,Premier_League,2022,Fulham,"[1, 1, 3, 0, 3, 0, 3, 0, 0, 1, 3, 3, 1, 0, 0, 3, 3, 3, 3, 0, 0, 1, 3, 3, 1, 0, 0, 0, 0, 3, 3, 0, 0, 0, 3, 3, 1, 0]",38
902,Premier_League,2022,Leeds,"[3, 1, 3, 0, 1, 0, 1, 0, 0, 0, 0, 3, 3, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 3, 0, 1, 3, 0, 3, 0, 0, 0, 1, 0, 0, 1, 0, 0]",38
903,Premier_League,2022,Leicester,"[1, 0, 0, 0, 0, 0, 0, 3, 0, 1, 3, 3, 0, 3, 3, 0, 0, 0, 0, 1, 3, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 1, 1, 0, 0, 1, 3]",38
904,Premier_League,2022,Liverpool,"[1, 1, 0, 3, 3, 1, 1, 0, 3, 3, 0, 0, 3, 3, 3, 3, 0, 0, 1, 0, 3, 3, 1, 3, 3, 0, 0, 1, 1, 3, 3, 3, 3, 3, 3, 3, 1, 1]",38
905,Premier_League,2022,Man City,"[3, 3, 1, 3, 3, 1, 3, 3, 3, 0, 3, 3, 3, 0, 3, 1, 3, 0, 3, 3, 0, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 0]",38
906,Premier_League,2022,Man United,"[0, 0, 3, 3, 3, 3, 0, 3, 1, 3, 1, 3, 0, 3, 3, 3, 3, 3, 1, 0, 3, 1, 3, 3, 0, 1, 0, 3, 3, 3, 1, 3, 0, 0, 3, 3, 3, 3]",38
907,Premier_League,2022,Newcastle,"[3, 1, 1, 1, 0, 1, 1, 3, 3, 1, 3, 3, 3, 3, 3, 3, 1, 1, 3, 1, 1, 1, 0, 0, 3, 3, 3, 3, 3, 0, 3, 3, 3, 0, 1, 3, 1, 1]",38
908,Premier_League,2022,Nottm Forest,"[0, 3, 1, 0, 0, 0, 0, 0, 1, 0, 1, 3, 0, 1, 3, 0, 1, 3, 3, 1, 3, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 3, 0, 3, 1, 3, 1]",38
909,Premier_League,2022,Southampton,"[0, 1, 3, 0, 3, 0, 0, 0, 0, 1, 3, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 3, 0, 3, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",38
910,Premier_League,2022,Tottenham,"[3, 1, 3, 3, 1, 3, 3, 0, 3, 3, 0, 0, 3, 0, 3, 1, 0, 3, 0, 0, 3, 3, 0, 3, 3, 0, 3, 1, 1, 3, 0, 0, 1, 0, 3, 0, 0, 3]",38
911,Premier_League,2022,West Ham,"[0, 0, 0, 3, 1, 0, 0, 3, 3, 1, 0, 3, 0, 0, 0, 0, 0, 1, 0, 3, 1, 1, 0, 3, 0, 1, 3, 0, 3, 1, 3, 0, 0, 0, 3, 0, 3, 0]",38
